machine,method,submethod,algorithm,iterations,start time,stop time,total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
pi1,key generation,,SLH-DSA-SHA2-256f,100,1775834506,1775834551,44.19178295,0.44191783,2.287313,2.488389,0.201076,0.088859069,11.25377528
pi1,key generation,,SLH-DSA-SHAKE-256s,100,1775834631,1775835336,704.9345493,7.049345493,2.287313,2.482489,0.195176,1.375863056,0.726816521
pi1,signatures,signing,RSA-2048,100,1775835363,1775835384,20.5886302,0.205886302,2.287313,2.499069,0.211756,0.04359766,22.93701096
pi1,signatures,signing,ECDSA P-256,100,1775835441,1775835453,11.66546655,0.116654665,2.287313,2.504897,0.217584,0.025382189,39.39770563
pi1,signatures,signing,ML-DSA-44,100,1775835500,1775835514,13.65511179,0.136551118,2.287313,2.509281,0.221968,0.030309979,32.99243511
pi1,signatures,signing,ML-DSA-65,100,1775835578,1775835593,14.78194284,0.147819428,2.287313,2.505866,0.218553,0.03230638,30.9536387
pi1,signatures,signing,ML-DSA-87,100,1775835626,1775835642,16.16456413,0.161645641,2.287313,2.515829,0.228516,0.036938615,27.07194057
pi1,signatures,signing,SLH-DSA-SHA2-128s,10,1775893797,1775894069,272.1563063,27.21563063,2.287313,2.476005,0.188692,5.135371774,0.194727869
pi1,signatures,signing,SLH-DSA-SHA2-128f,10,1775894125,1775894139,14.14931297,1.414931297,2.287313,2.482176,0.194863,0.275717757,3.626897337
pi1,signatures,signing,SLH-DSA-SHAKE-128s,10,1775894195,1775894738,542.431211,54.2431211,2.287313,2.491904,0.204591,11.09765439,0.090109132
pi1,signatures,signing,SLH-DSA-SHA2-192s,10,1775894777,1775895301,524.6411622,52.46411622,2.287313,2.469923,0.18261,9.580472262,0.104378988
pi1,signatures,signing,SLH-DSA-SHA2-192f,10,1775895335,1775895360,24.5650146,2.45650146,2.287313,2.476514,0.189201,0.464772533,2.151590143
pi1,signatures,signing,SLH-DSA-SHAKE-192s,10,1775895408,1775896364,955.4784954,95.54784954,2.287313,2.483656,0.196343,18.76015142,0.053304474
pi1,signatures,signing,SLH-DSA-SHA2-256s,10,1775896409,1775896901,491.6218371,49.16218371,2.287313,2.472756,0.185443,9.116782834,0.109687816
pi1,signatures,signing,SLH-DSA-SHA2-256f,10,1775896935,1775896982,47.05981588,4.705981588,2.287313,2.474857,0.187544,0.882578611,1.133043547
pi1,signatures,signing,SLH-DSA-SHAKE-256s,10,1775897053,1775897874,820.9372895,82.09372895,2.287313,2.486569,0.199256,16.35766806,0.061133408
pi1,signatures,verification,RSA-2048,100,1775897962,1775897971,9.153296232,0.091532962,2.287313,2.490977,0.203664,0.018641969,53.64240157
pi1,signatures,verification,ECDSA P-256,100,1775898014,1775898023,9.451696634,0.094516966,2.287313,2.495642,0.208329,0.019690625,50.78558938
pi1,signatures,verification,ML-DSA-44,100,1775898544,1775898553,9.686246634,0.096862466,2.287313,2.493538,0.206225,0.019975462,50.06142006
pi1,signatures,verification,ML-DSA-65,100,1775898620,1775898630,10.13130069,0.101313007,2.287313,2.499795,0.212482,0.02152719,46.45288051
pi1,signatures,verification,ML-DSA-87,100,1775898660,1775898671,10.48500085,0.104850008,2.287313,2.50591,0.218597,0.022919897,43.63021294
pi1,signatures,verification,SLH-DSA-SHA2-128s,100,1775898744,1775898756,11.98468494,0.119846849,2.287313,2.495866,0.208553,0.02499442,40.00893001
pi1,signatures,verification,SLH-DSA-SHA2-128f,100,1775898787,1775898804,17.27086592,0.172708659,2.287313,2.494594,0.207281,0.035799224,27.93356671
pi1,signatures,verification,SLH-DSA-SHAKE-128s,100,1775898903,1775898918,14.43974137,0.144397414,2.287313,2.497756,0.210443,0.030387425,32.90834949
pi1,signatures,verification,SLH-DSA-SHA2-192s,100,1775899033,1775899047,13.91403556,0.139140356,2.287313,2.498459,0.211146,0.02937893,34.0379999
pi1,signatures,verification,SLH-DSA-SHA2-192f,100,1775899082,1775899104,21.6819613,0.216819613,2.287313,2.493495,0.206182,0.044704301,22.36921208
pi1,signatures,verification,SLH-DSA-SHAKE-192s,100,1775899262,1775899279,17.16028595,0.171602859,2.287313,2.497314,0.210001,0.036036772,27.7494332
pi1,signatures,verification,SLH-DSA-SHA2-256s,100,1775899519,1775899535,15.55515695,0.155551569,2.287313,2.500044,0.212731,0.033090641,30.22002512
pi1,signatures,verification,SLH-DSA-SHA2-256f,100,1775899579,1775899601,22.09868336,0.220986834,2.287313,2.496078,0.208765,0.046134316,21.67583872
pi1,signatures,verification,SLH-DSA-SHAKE-256s,100,1775899723,1775899744,20.2936573,0.202936573,2.287313,2.499981,0.212668,0.043158115,23.17061339
pi1,TLS handshake,,RSA-2048,100,1775899802,1775899829,26.97540021,0.269754002,2.287313,2.50544,0.218127,0.058840631,16.99505902
pi1,TLS handshake,,ECDSA P-256,100,1775899858,1775899877,19.22600889,0.192260089,2.287313,2.505519,0.218206,0.041952305,23.83659255
pi1,TLS handshake,,ML-DSA-44,100,1775899907,1775899928,21.26858449,0.212685845,2.287313,2.505955,0.218642,0.046502059,21.50442437
pi1,TLS handshake,,ML-DSA-65,100,1775899978,1775900000,22.88621712,0.228862171,2.287313,2.504708,0.217395,0.049753492,20.09909186
pi1,TLS handshake,,ML-DSA-87,100,1775900026,1775900050,24.05885649,0.240588565,2.287313,2.506154,0.218841,0.052650642,18.99312068
