machine,method,submethod,algorithm,iterations,start time,stop time,total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
pi1,key generation,,RSA-2048,100,1775827934,1775828571,637.5292706,6.375292706,2.287313,2.485811,0.198498,1.265482852,0.790212209
pi1,key generation,,ECDSA P-256,100,1775829239,1775829262,22.51934934,0.225193493,2.287313,2.498612,0.211299,0.04758316,21.0158384
pi1,key generation,,X25519,100,1775829379,1775829401,22.63152671,0.226315267,2.287313,2.499671,0.212358,0.048059857,20.80738588
pi1,key generation,,ECDH P-256,100,1775829503,1775829526,22.57085323,0.225708532,2.287313,2.501109,0.213796,0.048255581,20.72299144
pi1,key generation,,ML-KEM-512,100,1775829616,1775829639,23.28103137,0.232810314,2.287313,2.510051,0.222738,0.051855704,19.28428176
pi1,key generation,,ML-KEM-768,100,1775829675,1775829699,23.3043704,0.233043704,2.287313,2.502822,0.215509,0.050223016,19.91118988
pi1,key generation,,ML-KEM-1024,100,1775829798,1775829822,23.69892573,0.236989257,2.287313,2.525919,0.238606,0.056547059,17.68438576
pi1,key generation,,ML-DSA-44,100,1775830000,1775830024,23.79262471,0.237926247,2.287313,2.508015,0.220702,0.052510799,19.043702
pi1,key generation,,ML-DSA-65,100,1775830798,1775830822,24.35974336,0.243597434,2.287313,2.505038,0.217725,0.053037251,18.85467246
pi1,key generation,,ML-DSA-87,100,1775830887,1775830912,25.26001692,0.252600169,2.287313,2.508772,0.221459,0.055940581,17.87611041
pi1,key generation,,SLH-DSA-SHA2-128s,100,1775830964,1775831338,373.3216617,3.733216617,2.287313,2.481749,0.194436,0.725871706,1.377653918
pi1,key generation,,SLH-DSA-SHA2-128f,100,1775831427,1775831455,28.5415051,0.285415051,2.287313,2.497972,0.210659,0.060125249,16.63194769
pi1,key generation,,SLH-DSA-SHAKE-128s,100,1775831493,1775832221,728.4686182,7.284686182,2.287313,2.483083,0.19577,1.426123014,0.701201783
pi1,key generation,,SLH-DSA-SHA2-192s,100,1775832248,1775832791,543.0935707,5.430935707,2.287313,2.476791,0.189478,1.029042836,0.971776845
pi1,key generation,,SLH-DSA-SHA2-192f,100,1775832868,1775832900,31.38988256,0.313898826,2.287313,2.49581,0.208497,0.065446963,15.2795477
pi1,key generation,,SLH-DSA-SHAKE-192s,100,1775832947,1775833999,1052.112324,10.52112324,2.287313,2.482482,0.195169,2.053397102,0.486997863
pi1,key generation,,SLH-DSA-SHA2-256s,100,1775834065,1775834423,358.4966991,3.584966991,2.287313,2.471281,0.183968,0.659519207,1.516256068
