machine,method,submethod,algorithm,iterations,start time,stop time,total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
oli,key generation,,RSA-2048,100,1775822569,1775822604,35.26278543,0.352627854,1.570606,2.578321,1.007715,0.355348378,2.81413976
oli,key generation,,ECDSA P-256,100,1775822643,1775822645,2.466069221,0.024660692,1.570606,2.890593,1.319987,0.032551793,30.72027387
oli,key generation,,X25519,100,1775822689,1775822692,2.391525984,0.02391526,1.570606,2.967646,1.39704,0.033410575,29.93064357
oli,key generation,,ECDH P-256,100,1775822722,1775822724,2.427581787,0.024275818,1.570606,2.88552,1.314914,0.031920613,31.32771939
oli,key generation,,ML-KEM-512,100,1775822757,1775822759,2.476438999,0.02476439,1.570606,2.96483,1.394224,0.034527107,28.96275103
oli,key generation,,ML-KEM-768,100,1775822791,1775822794,2.488823652,0.024888237,1.570606,2.983366,1.41276,0.035161105,28.44051685
oli,key generation,,ML-KEM-1024,100,1775822843,1775822846,2.508616447,0.025086164,1.570606,2.977697,1.407091,0.035298516,28.32980267
oli,key generation,,ML-DSA-44,100,1775822873,1775822876,2.549600363,0.025496004,1.570606,2.931429,1.360823,0.034695548,28.82214156
oli,key generation,,ML-DSA-65,100,1775822905,1775822908,2.685709715,0.026857097,1.570606,3.006834,1.436228,0.038572915,25.92492691
oli,key generation,,ML-DSA-87,100,1775822949,1775822952,2.66472578,0.026647258,1.570606,2.924168,1.353562,0.036068716,27.72485752
oli,key generation,,SLH-DSA-SHA2-128s,100,1775822982,1775823015,32.41337848,0.324133785,1.570606,2.993521,1.422915,0.461214824,2.16818703
oli,key generation,,SLH-DSA-SHA2-128f,100,1775823043,1775823046,2.969686031,0.02969686,1.570606,2.940057,1.369451,0.040668395,24.58911886
oli,key generation,,SLH-DSA-SHAKE-128s,100,1775823067,1775823102,35.88268995,0.3588269,1.570606,2.803818,1.233212,0.442509638,2.259837782
oli,key generation,,SLH-DSA-SHA2-192s,100,1775823140,1775823186,46.40865946,0.464086595,1.570606,2.974378,1.403772,0.651471767,1.534985936
oli,key generation,,SLH-DSA-SHA2-192f,100,1775823220,1775823223,3.157778502,0.031577785,1.570606,2.959449,1.388843,0.043856586,22.80159261
oli,key generation,,SLH-DSA-SHAKE-192s,100,1775823251,1775823302,51.14275026,0.511427503,1.570606,2.816114,1.245508,0.636987046,1.569890638
oli,key generation,,SLH-DSA-SHA2-256s,100,1775823332,1775823363,31.36960554,0.313696055,1.570606,3.004403,1.433797,0.449776463,2.223326656
oli,key generation,,SLH-DSA-SHA2-256f,100,1775823393,1775823397,4.282641888,0.042826419,1.570606,3.018874,1.448268,0.062024132,16.12275686
oli,key generation,,SLH-DSA-SHAKE-256s,100,1775823427,1775823462,34.58225965,0.345822597,1.570606,2.871086,1.30048,0.44973537,2.223529804
oli,signatures,signing,RSA-2048,100,1775823493,1775823495,1.943701506,0.019437015,1.570606,2.878024,1.307418,0.025412303,39.35101774
oli,signatures,signing,ECDSA P-256,100,1775823524,1775823525,1.361383677,0.013613837,1.570606,3.019578,1.448972,0.019726068,50.69433936
oli,signatures,signing,ML-DSA-44,100,1775823568,1775823570,1.556657791,0.015566578,1.570606,2.854507,1.283901,0.019985945,50.03516234
oli,signatures,signing,ML-DSA-65,100,1775823609,1775823611,1.742378712,0.017423787,1.570606,2.966966,1.39636,0.024329879,41.10172453
oli,signatures,signing,ML-DSA-87,100,1775823649,1775823651,1.830137253,0.018301373,1.570606,2.932122,1.361516,0.024917612,40.13225743
oli,signatures,signing,SLH-DSA-SHA2-128s,100,1775824918,1775825148,229.2515771,2.292515771,1.570606,2.977717,1.407111,3.22582416,0.309998298
oli,signatures,signing,SLH-DSA-SHA2-128f,100,1775825191,1775825203,12.33998036,0.123399804,1.570606,2.972381,1.401775,0.17297876,5.781056596
