machine,method,submethod,algorithm,iterations,start time,stop time,total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
oli,signatures,signing,SLH-DSA-SHAKE-128s,100,1775825233,1775825489,256.1605525,2.561605525,1.570606,2.830321,1.259715,3.226892904,0.309895627
oli,signatures,signing,SLH-DSA-SHA2-192s,100,1775825527,1775825933,406.3637798,4.063637798,1.570606,3.015367,1.444761,5.870985408,0.170329158
oli,signatures,signing,SLH-DSA-SHA2-192f,100,1775825978,1775825997,19.4843843,0.194843843,1.570606,2.951634,1.381028,0.269084803,3.716300548
oli,signatures,signing,SLH-DSA-SHAKE-192s,100,1775826583,1775827024,440.8552017,4.408552017,1.570606,2.811693,1.241087,5.471396597,0.182768692
oli,signatures,signing,SLH-DSA-SHA2-256s,100,1775827088,1775827447,358.381948,3.58381948,1.570606,3.000547,1.429941,5.124650411,0.195135262
oli,signatures,signing,SLH-DSA-SHA2-256f,100,1775827487,1775827525,38.3431921,0.383431921,1.570606,2.962679,1.392073,0.533765225,1.873482861
oli,signatures,signing,SLH-DSA-SHAKE-256s,100,1775827599,1775827986,386.346638,3.86346638,1.570606,2.807194,1.236588,4.777516163,0.209313787
oli,signatures,verification,RSA-2048,100,1775828026,1775828027,1.00587225,0.010058722,1.570606,2.739586,1.16898,0.011758445,85.0452559
oli,signatures,verification,ECDSA P-256,100,1775828064,1775828065,1.11859107,0.011185911,1.570606,2.733772,1.163166,0.013011071,76.85762375
oli,signatures,verification,ML-DSA-44,100,1775828087,1775828088,1.237014055,0.012370141,1.570606,2.728015,1.157409,0.014317312,69.84551287
oli,signatures,verification,ML-DSA-65,100,1775828113,1775828114,1.163758039,0.01163758,1.570606,2.757204,1.186598,0.01380913,72.41586019
oli,signatures,verification,ML-DSA-87,100,1775828142,1775828143,1.214310408,0.012143104,1.570606,2.739371,1.168765,0.014192435,70.46007239
oli,signatures,verification,SLH-DSA-SHA2-128s,100,1775828176,1775828177,1.251699924,0.012516999,1.570606,2.762265,1.191659,0.014915995,67.0421258
oli,signatures,verification,SLH-DSA-SHA2-128f,100,1775828214,1775828216,1.704393864,0.017043939,1.570606,2.801306,1.2307,0.020975975,47.67358784
oli,signatures,verification,SLH-DSA-SHAKE-128s,100,1775828243,1775828245,1.293684959,0.01293685,1.570606,2.778378,1.207772,0.015624765,64.00096377
oli,signatures,verification,SLH-DSA-SHA2-192s,100,1775828280,1775828282,1.377555609,0.013775556,1.570606,2.833334,1.262728,0.01739478,57.48850964
oli,signatures,verification,SLH-DSA-SHA2-192f,100,1775828311,1775828313,1.987808466,0.019878085,1.570606,2.833157,1.262551,0.025097096,39.84524797
oli,signatures,verification,SLH-DSA-SHAKE-192s,100,1775828349,1775828351,1.382261992,0.01382262,1.570606,2.755154,1.184548,0.016373557,61.07408511
oli,signatures,verification,SLH-DSA-SHA2-256s,100,1775828394,1775828396,1.550403833,0.015504038,1.570606,2.819736,1.24913,0.019366559,51.63539786
oli,signatures,verification,SLH-DSA-SHA2-256f,100,1775828452,1775828454,2.028327465,0.020283275,1.570606,2.859212,1.288606,0.026137149,38.2597193
oli,signatures,verification,SLH-DSA-SHAKE-256s,100,1775828492,1775828494,1.583570957,0.01583571,1.570606,2.748951,1.178345,0.018659929,53.59077141
oli,TLS handshake,,RSA-2048,100,1775828526,1775828529,2.328865051,0.023288651,1.570606,2.407388,0.836782,0.019487524,51.31488346
oli,TLS handshake,,ECDSA P-256,100,1775828547,1775828549,2.12050128,0.021205013,1.570606,2.600566,1.02996,0.021840315,45.78688544
oli,TLS handshake,,ML-DSA-44,100,1775828568,1775828571,2.203902483,0.022039025,1.570606,2.734896,1.16429,0.025659816,38.97144046
oli,TLS handshake,,ML-DSA-65,100,1775828595,1775828598,2.720353127,0.027203531,1.570606,2.68925,1.118644,0.030431067,32.86115466
oli,TLS handshake,,ML-DSA-87,100,1775828616,1775828618,2.361266375,0.023612664,1.570606,2.816173,1.245567,0.029411155,34.00070513
