machine,method,submethod,algorithm,iterations,start time,stop time,total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
oli-ubuntu,key generation,,RSA-2048,100,1775907376,1775907381,5.382231951,0.05382232,,,,,
oli-ubuntu,key generation,,ECDSA P-256,100,1775907389,1775907390,1.044118643,0.010441186,,,,,
oli-ubuntu,key generation,,X25519,100,1775907413,1775907414,1.106539726,0.011065397,,,,,
oli-ubuntu,key generation,,ECDH P-256,100,1775907421,1775907422,1.142499447,0.011424994,,,,,
oli-ubuntu,key generation,,ML-KEM-512,100,1775907431,1775907433,1.080096006,0.01080096,,,,,
oli-ubuntu,key generation,,ML-KEM-768,100,1775907443,1775907444,1.167750835,0.011677508,,,,,
oli-ubuntu,key generation,,ML-KEM-1024,100,1775907453,1775907455,1.006397486,0.010063975,,,,,
oli-ubuntu,key generation,,ML-DSA-44,100,1775907466,1775907467,0.988763332,0.009887633,,,,,
oli-ubuntu,key generation,,ML-DSA-65,100,1775907477,1775907478,1.181645632,0.011816456,,,,,
oli-ubuntu,key generation,,ML-DSA-87,100,1775907488,1775907490,1.291573763,0.012915738,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHA2-128s,100,1775907503,1775907514,11.76935744,0.117693574,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHA2-128f,100,1775907762,1775907763,1.41913414,0.014191341,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHAKE-128s,100,1775907827,1775907841,13.25737286,0.132573729,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHA2-192s,100,1775907889,1775907905,16.5856874,0.165856874,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHA2-192f,100,1775907923,1775907924,1.244596958,0.01244597,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHAKE-192s,100,1775907996,1775908015,18.84850049,0.188485005,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHA2-256s,100,1775908114,1775908126,11.25895333,0.112589533,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHA2-256f,100,1775908143,1775908145,1.636405468,0.016364055,,,,,
oli-ubuntu,key generation,,SLH-DSA-SHAKE-256s,100,1775908158,1775908171,12.84180617,0.128418062,,,,,
oli-ubuntu,signatures,signing,RSA-2048,100,1775908185,1775908186,0.487825394,0.004878254,,,,,
oli-ubuntu,signatures,signing,ECDSA P-256,100,1775908203,1775908204,0.506770134,0.005067701,,,,,
oli-ubuntu,signatures,signing,ML-DSA-44,100,1775908218,1775908218,0.741718292,0.007417183,,,,,
oli-ubuntu,signatures,signing,ML-DSA-65,100,1775908237,1775908238,1.018615961,0.01018616,,,,,
oli-ubuntu,signatures,signing,ML-DSA-87,100,1775908252,1775908253,0.687982559,0.006879826,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHA2-128s,100,1775908270,1775908353,82.39905834,0.823990583,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHA2-128f,100,1775908401,1775908405,4.503129721,0.045031297,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHAKE-128s,100,1775908421,1775908514,93.212497,0.93212497,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHA2-192s,100,1775908536,1775908682,145.8609898,1.458609898,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHA2-192f,100,1775908971,1775908978,7.083338022,0.07083338,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHAKE-192s,100,1775909066,1775909227,161.2011859,1.612011859,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHA2-256s,100,1775909254,1775909383,129.4984679,1.294984679,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHA2-256f,100,1775909405,1775909419,13.94060707,0.139406071,,,,,
oli-ubuntu,signatures,signing,SLH-DSA-SHAKE-256s,100,1775909446,1775909588,141.9696558,1.419696558,,,,,
oli-ubuntu,signatures,verification,RSA-2048,100,1775909601,1775909601,0.451000452,0.004510005,,,,,
oli-ubuntu,signatures,verification,ECDSA P-256,100,1775909610,1775909610,0.5658319,0.005658319,,,,,
oli-ubuntu,signatures,verification,ML-DSA-44,100,1775909620,1775909621,0.466766596,0.004667666,,,,,
