machine,method,submethod,algorithm,iterations,start time (unix),stop time (unix),total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
Thinkpad-Intel,signatures,signing,SLH-DSA-SHAKE-256s,100,1775909446,1775909588,141.9696558,1.419696558,,,,,
Thinkpad-Intel,signatures,verification,RSA-2048,100,1775909601,1775909601,0.451000452,0.004510005,,,,,
Thinkpad-Intel,signatures,verification,ECDSA P-256,100,1775909610,1775909610,0.5658319,0.005658319,,,,,
Thinkpad-Intel,signatures,verification,ML-DSA-44,100,1775909620,1775909621,0.466766596,0.004667666,,,,,
Thinkpad-Intel,signatures,verification,ML-DSA-65,100,1775909631,1775909631,0.591202974,0.00591203,,,,,
Thinkpad-Intel,signatures,verification,ML-DSA-87,100,1775909641,1775909641,0.581801653,0.005818017,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHA2-128s,100,1775909652,1775909652,0.63359046,0.006335905,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHA2-128f,100,1775909704,1775909705,0.851792812,0.008517928,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHAKE-128s,100,1775909717,1775909717,0.611789703,0.006117897,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHA2-192s,100,1775909771,1775909771,0.552674294,0.005526743,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHA2-192f,100,1775909784,1775909785,0.83673358,0.008367336,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHAKE-192s,100,1775909820,1775909821,0.651899576,0.006518996,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHA2-256s,100,1775909843,1775909844,0.615126848,0.006151268,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHA2-256f,100,1775909858,1775909859,0.803305864,0.008033059,,,,,
Thinkpad-Intel,signatures,verification,SLH-DSA-SHAKE-256s,100,1775909878,1775909879,0.629011393,0.006290114,,,,,
Thinkpad-Intel,TLS handshake,,RSA-2048,100,1775909911,1775909912,1.742656231,0.017426562,,,,,
Thinkpad-Intel,TLS handshake,,ECDSA P-256,100,1775909921,1775909922,1.467693567,0.014676936,,,,,
Thinkpad-Intel,TLS handshake,,ML-DSA-44,100,1775909929,1775909931,1.532134771,0.015321348,,,,,
Thinkpad-Intel,TLS handshake,,ML-DSA-65,100,1775909942,1775909944,1.554267883,0.015542679,,,,,
Thinkpad-Intel,TLS handshake,,ML-DSA-87,100,1775909955,1775909956,1.609807014,0.01609807,,,,,
,,,,,,,,,,,,,
Thinkpad-AMD,key generation,,RSA-2048,100,1775904920,1775904924,4.08355546,0.040835555,,,,,
Thinkpad-AMD,key generation,,ECDSA P-256,100,1775904934,1775904935,0.724097252,0.007240973,,,,,
Thinkpad-AMD,key generation,,X25519,100,1775905014,1775905015,0.725403547,0.007254035,,,,,
Thinkpad-AMD,key generation,,ECDH P-256,100,1775905077,1775905078,0.735871315,0.007358713,,,,,
Thinkpad-AMD,key generation,,ML-KEM-512,100,1775905089,1775905089,0.768583298,0.007685833,,,,,
Thinkpad-AMD,key generation,,ML-KEM-768,100,1775905099,1775905100,0.77329278,0.007732928,,,,,
Thinkpad-AMD,key generation,,ML-KEM-1024,100,1775905121,1775905122,0.766136408,0.007661364,,,,,
Thinkpad-AMD,key generation,,ML-DSA-44,100,1775905131,1775905131,0.784250975,0.00784251,,,,,
Thinkpad-AMD,key generation,,ML-DSA-65,100,1775905139,1775905139,0.801560402,0.008015604,,,,,
Thinkpad-AMD,key generation,,ML-DSA-87,100,1775905150,1775905151,0.797742367,0.007977424,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHA2-128s,100,1775905162,1775905165,3.296450853,0.032964509,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHA2-128f,100,1775905174,1775905175,0.797871351,0.007978714,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHAKE-128s,100,1775905186,1775905194,8.115618706,0.081156187,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHA2-192s,100,1775905207,1775905212,4.440140963,0.04440141,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHA2-192f,100,1775905222,1775905222,0.813329697,0.008133297,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHAKE-192s,100,1775905233,1775905245,11.60704017,0.116070402,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHA2-256s,100,1775905257,1775905260,3.198982239,0.031989822,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHA2-256f,100,1775905279,1775905280,0.88699913,0.008869991,,,,,
Thinkpad-AMD,key generation,,SLH-DSA-SHAKE-256s,100,1775905292,1775905300,7.946651459,0.079466515,,,,,
Thinkpad-AMD,signatures,signing,RSA-2048,100,1775905312,1775905312,0.327788353,0.003277884,,,,,
Thinkpad-AMD,signatures,signing,ECDSA P-256,100,1775905327,1775905327,0.361906052,0.003619061,,,,,
Thinkpad-AMD,signatures,signing,ML-DSA-44,100,1775905346,1775905346,0.471121788,0.004711218,,,,,
Thinkpad-AMD,signatures,signing,ML-DSA-65,100,1775905371,1775905372,0.500095606,0.005000956,,,,,
Thinkpad-AMD,signatures,signing,ML-DSA-87,100,1775905388,1775905388,0.516644955,0.00516645,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHA2-128s,100,1775905401,1775905421,19.44771791,0.194477179,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHA2-128f,100,1775905493,1775905494,1.290518999,0.01290519,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHAKE-128s,100,1775905510,1775905566,56.08386397,0.56083864,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHA2-192s,100,1775905581,1775905620,38.73218107,0.387321811,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHA2-192f,100,1775905634,1775905637,2.05681777,0.020568178,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHAKE-192s,100,1775905651,1775905750,98.71340203,0.98713402,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHA2-256s,100,1775905764,1775905800,36.03174663,0.360317466,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHA2-256f,100,1775905838,1775905842,3.774361849,0.037743618,,,,,
Thinkpad-AMD,signatures,signing,SLH-DSA-SHAKE-256s,100,1775905857,1775905944,86.86797166,0.868679717,,,,,
Thinkpad-AMD,signatures,verification,RSA-2048,100,1775905956,1775905956,0.334745884,0.003347459,,,,,
Thinkpad-AMD,signatures,verification,ECDSA P-256,100,1775905968,1775905969,0.327175856,0.003271759,,,,,
Thinkpad-AMD,signatures,verification,ML-DSA-44,100,1775905981,1775905981,0.373291969,0.00373292,,,,,
Thinkpad-AMD,signatures,verification,ML-DSA-65,100,1775905999,1775905999,0.358379364,0.003583794,,,,,
Thinkpad-AMD,signatures,verification,ML-DSA-87,100,1775906012,1775906013,0.383271933,0.003832719,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHA2-128s,100,1775906027,1775906027,0.378068447,0.003780684,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHA2-128f,100,1775906040,1775906040,0.401829481,0.004018295,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHAKE-128s,100,1775906051,1775906052,0.399335384,0.003993354,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHA2-192s,100,1775906063,1775906063,0.382638454,0.003826385,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHA2-192f,100,1775906075,1775906075,0.426956415,0.004269564,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHAKE-192s,100,1775906088,1775906089,0.419894934,0.004198949,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHA2-256s,100,1775906105,1775906106,0.405181885,0.004051819,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHA2-256f,100,1775906117,1775906117,0.449126005,0.00449126,,,,,
Thinkpad-AMD,signatures,verification,SLH-DSA-SHAKE-256s,100,1775906131,1775906131,0.486002445,0.004860024,,,,,
Thinkpad-AMD,TLS handshake,,RSA-2048,100,1775906142,1775906143,0.544474363,0.005444744,,,,,
Thinkpad-AMD,TLS handshake,,ECDSA P-256,100,1775906155,1775906156,0.51380372,0.005138037,,,,,
Thinkpad-AMD,TLS handshake,,ML-DSA-44,100,1775906172,1775906173,0.564383984,0.00564384,,,,,
Thinkpad-AMD,TLS handshake,,ML-DSA-65,100,1775906181,1775906182,0.637573957,0.00637574,,,,,
Thinkpad-AMD,TLS handshake,,ML-DSA-87,100,1775906194,1775906195,0.608762503,0.006087625,,,,,
