Filename,Average Power (W)
01_pi1_baseline.csv,2.287312671175922
02_pi1_keys_rsa.csv,2.485811241312665
03_pi1_keys_ecdsa.csv,2.4986119025291074
04_pi1_keys_x25519.csv,2.4996705489022757
05_pi1_keys_ecdh.csv,2.5011090731307792
06_pi1_keys_ml-kem-512.csv,2.510051289155673
07_pi1_keys_ml-kem-768.csv,2.5028217457575757
08_pi1_keys_ml-kem-1024.csv,2.525919443511199
09_pi1_keys_ml-dsa-44.csv,2.5080153192226615
10_pi1_keys_ml-dsa-65.csv,2.50503794158971
11_pi1_keys_ml-dsa-87.csv,2.508771702735215
12_pi1_keys_slh-dsa-sha2-128s.csv,2.4817487135949867
13_pi1_keys_slh-dsa-sha2-128f.csv,2.497972435610236
14_pi1_keys_slh-dsa-shake-128s.csv,2.483082502823219
15_pi1_keys_slh-dsa-sha2-192s.csv,2.476791097605541
16_pi1_keys_slh-dsa-sha2-192f.csv,2.4958097660104985
17_pi1_keys_slh-dsa-shake-192s.csv,2.482482364967062
18_pi1_keys_slh-dsa-sha2-256s.csv,2.471281332282895
19_pi1_keys_slh-dsa-sha2-256f.csv,2.4883887085158314
20_pi1_keys_slh-dsa-shake-256s.csv,2.482488714604743
21_pi1_signing_rsa.csv,2.499068863240741
22_pi1_signing_ecdsa.csv,2.5048973624901185
23_pi1_signing_ml-dsa-44.csv,2.509280615729443
24_pi1_signing_ml-dsa-65.csv,2.5058662720105125
25_pi1_signing_ml-dsa-87.csv,2.515828766640316
26_pi1_signing_slh-dsa-sha2-128s.csv,2.4760054012089356
27_pi1_signing_slh-dsa-sha2-128f.csv,2.482175901490765
28_pi1_signing_slh-dsa-shake-128s.csv,2.4919041936202366
29_pi1_signing_slh-dsa-sha2-192s.csv,2.469922849106439
30_pi1_signing_slh-dsa-sha2-192f.csv,2.4765143099208444
31_pi1_signing_slh-dsa-shake-192s.csv,2.4836560926482214
32_pi1_signing_slh-dsa-sha2-256s.csv,2.4727556238603428
33_pi1_signing_slh-dsa-sha2-256f.csv,2.4748573248023713
34_pi1_signing_slh-dsa-shake-256s.csv,2.4865692675362316
35_pi1_verifying_rsa.csv,2.4909771266776315
36_pi1_verifying_ecdsa.csv,2.4956421268906457
37_pi1_verifying_ml-dsa-44.csv,2.493538344934124
38_pi1_verifying_ml-dsa-65.csv,2.4997949310342555
39_pi1_verifying_ml-dsa-87.csv,2.5059103316490767
40_pi1_verifying_slh-dsa-sha2-128s.csv,2.49586612434954
41_pi1_verifying_slh-dsa-sha2-128f.csv,2.494594459986842
42_pi1_verifying_slh-dsa-shake-128s.csv,2.497755969
43_pi1_verifying_slh-dsa-sha2-192s.csv,2.498458511679842
44_pi1_verifying_slh-dsa-sha2-192f.csv,2.493494579527559
45_pi1_verifying_slh-dsa-shake-192s.csv,2.497313762711082
46_pi1_verifying_slh-dsa-sha2-256s.csv,2.5000435260732985
47_pi1_verifying_slh-dsa-sha2-256f.csv,2.496077529875
48_pi1_verifying_slh-dsa-shake-256s.csv,2.4999805351785716
49_pi1_tls_rsa.csv,2.505440420709549
50_pi1_tls_ecdsa.csv,2.505519048523622
51_pi1_tls_ml-dsa-44.csv,2.505954704057971
52_pi1_tls_ml-dsa-65.csv,2.504707790823452
53_pi1_tls_ml-dsa-87.csv,2.5061541652964427
