Filename,Average Power (W)
pi3_baseline.csv,0.9592194249636896
pi3_key_ecdh.csv,1.953080671085064
pi3_key_ecdsa.csv,1.9868316431802817
pi3_key_ml-dsa-44.csv,1.9145470013330563
pi3_key_ml-dsa-65.csv,1.9341647031758937
pi3_key_ml-dsa-87.csv,1.93591906998005
pi3_key_ml-kem-1024.csv,1.9225072307297657
pi3_key_ml-kem-512.csv,1.9092640614484306
pi3_key_ml-kem-768.csv,1.9153074907530332
pi3_key_rsa.csv,1.8235072739007139
pi3_key_slh-dsa-sha2-128f.csv,1.915347366631255
pi3_key_slh-dsa-sha2-128s.csv,1.9152152088811387
pi3_key_slh-dsa-sha2-192f.csv,1.9324194821143426
pi3_key_slh-dsa-sha2-192s.csv,1.9413510252945583
pi3_key_slh-dsa-sha2-256f.csv,1.9593623623527847
pi3_key_slh-dsa-sha2-256s.csv,1.9449705991721786
pi3_key_slh-dsa-shake-128s.csv,1.9080400657500416
pi3_key_slh-dsa-shake-192s.csv,1.9301484398487114
pi3_key_slh-dsa-shake-256s.csv,1.9494657343327233
pi3_key_x25519.csv,1.9644199969620317
pi3_signing_ecdsa.csv,1.989690731417345
pi3_signing_ml-dsa-44.csv,1.9857948045346518
pi3_signing_ml-dsa-65.csv,1.9243268255138821
pi3_signing_ml-dsa-87.csv,1.944125615438757
pi3_signing_rsa.csv,1.9316761085831256
pi3_signing_slh-dsa-sha2-128f.csv,1.9255249307012794
pi3_signing_slh-dsa-sha2-128s.csv,1.940914931466013
pi3_signing_slh-dsa-sha2-192f.csv,1.950696797704504
pi3_signing_slh-dsa-sha2-192s.csv,1.9253169357411528
pi3_signing_slh-dsa-sha2-256f.csv,1.9412355333925544
pi3_signing_slh-dsa-sha2-256s.csv,1.9703736605535982
pi3_signing_slh-dsa-shake-128s.csv,1.9217784786403522
pi3_signing_slh-dsa-shake-192s.csv,1.943583420689133
pi3_signing_slh-dsa-shake-256s.csv,1.9317379319275627
pi3_tls_ecdsa.csv,1.978330546389935
pi3_tls_ml-dsa-44.csv,1.9831249004256026
pi3_tls_ml-dsa-65.csv,1.9874350373436929
pi3_tls_ml-dsa-87.csv,1.9729544300049857
pi3_tls_rsa.csv,1.9816893193926137
pi3_verification_ecdsa.csv,1.9344667503523352
pi3_verification_ml-dsa-44.csv,1.9496660728467166
pi3_verification_ml-dsa-65.csv,1.9593056424001993
pi3_verification_ml-dsa-87.csv,1.9385276548155226
pi3_verification_rsa.csv,1.9633265610818773
pi3_verification_slh-dsa-sha2-128f.csv,1.943321750913939
pi3_verification_slh-dsa-sha2-128s.csv,1.937229408375935
pi3_verification_slh-dsa-sha2-192f.csv,1.958234060478644
pi3_verification_slh-dsa-sha2-192s.csv,1.9620325329853747
pi3_verification_slh-dsa-sha2-256f.csv,1.9557189152759766
pi3_verification_slh-dsa-sha2-256s.csv,1.9476620927335104
pi3_verification_slh-dsa-shake-128s.csv,1.962957161631255
pi3_verification_slh-dsa-shake-192s.csv,1.9420654689315502
pi3_verification_slh-dsa-shake-256s.csv,1.9181836798554095
