Filename,Average Power (W)
01_pi2_baseline.csv,1.7489538121801704
02_pi2_keys_rsa.csv,2.1169555041545576
03_pi2_keys_ecdsa.csv,2.1693829961198947
04_pi2_keys_x25519.csv,2.165875759290407
05_pi2_keys_ecdh.csv,2.1598734706992087
06_pi2_keys_ml-kem-512.csv,2.1710069840885073
07_pi2_keys_ml-kem-768.csv,2.188422350633245
08_pi2_keys_ml-kem-1024.csv,2.160417000647292
09_pi2_keys_ml-dsa-44.csv,2.166502461725955
10_pi2_keys_ml-dsa-65.csv,2.2254496970382585
11_pi2_keys_ml-dsa-87.csv,2.1588780779894177
12_pi2_keys_slh-dsa-sha2-128s.csv,2.082770530361842
13_pi2_keys_slh-dsa-sha2-128f.csv,2.1499624067852436
14_pi2_keys_slh-dsa-shake-128s.csv,2.103256364848285
15_pi2_keys_slh-dsa-sha2-192s.csv,2.0826375148878626
16_pi2_keys_slh-dsa-sha2-192f.csv,2.139500179130435
17_pi2_keys_slh-dsa-shake-192s.csv,2.1015081552305666
18_pi2_keys_slh-dsa-sha2-256s.csv,2.0862145929407894
19_pi2_keys_slh-dsa-sha2-256f.csv,2.1247931987302633
20_pi2_keys_slh-dsa-shake-256s.csv,2.098876017123016
21_pi2_signing_rsa.csv,2.170091646679842
22_pi2_signing_ecdsa.csv,2.1756513192885376
23_pi2_signing_ml-dsa-44.csv,2.164105086455863
24_pi2_signing_ml-dsa-65.csv,2.1515932374437083
25_pi2_signing_ml-dsa-87.csv,2.1394842104089706
26_pi2_signing_slh-dsa-sha2-128s.csv,2.0770108195263157
27_pi2_signing_slh-dsa-sha2-128f.csv,2.086769537414248
28_pi2_signing_slh-dsa-shake-128s.csv,2.0973909392307695
29_pi2_signing_slh-dsa-sha2-192s.csv,2.0800162040104166
30_pi2_signing_slh-dsa-sha2-192f.csv,2.0830514345112285
31_pi2_signing_slh-dsa-shake-192s.csv,2.089819616668865
32_pi2_signing_slh-dsa-sha2-256s.csv,2.0754045885714287
33_pi2_signing_slh-dsa-sha2-256f.csv,2.0801631233530964
34_pi2_signing_slh-dsa-shake-256s.csv,2.089445818906456
35_pi2_verifying_rsa.csv,2.1477223477338603
36_pi2_verifying_ecdsa.csv,2.1386386240357598
37_pi2_verifying_ml-dsa-44.csv,2.1497945998076924
38_pi2_verifying_ml-dsa-65.csv,2.1419134634906913
39_pi2_verifying_ml-dsa-87.csv,2.1436572572685186
40_pi2_verifying_slh-dsa-sha2-128s.csv,2.1483972982738093
41_pi2_verifying_slh-dsa-sha2-128f.csv,2.1161183207575758
42_pi2_verifying_slh-dsa-shake-128s.csv,2.128207207843008
43_pi2_verifying_slh-dsa-sha2-192s.csv,2.123460313753298
44_pi2_verifying_slh-dsa-sha2-192f.csv,2.1111806142094864
45_pi2_verifying_slh-dsa-shake-192s.csv,2.136836547761589
46_pi2_verifying_slh-dsa-sha2-256s.csv,2.1353048184407895
47_pi2_verifying_slh-dsa-sha2-256f.csv,2.1218910669576716
48_pi2_verifying_slh-dsa-shake-256s.csv,2.1347462603298153
49_pi2_tls_rsa.csv,2.1481225350527007
50_pi2_tls_ecdsa.csv,2.1738832025066137
51_pi2_tls_ml-dsa-44.csv,2.160949343792876
52_pi2_tls_ml-dsa-65.csv,2.162467952060766
53_pi2_tls_ml-dsa-87.csv,2.179267551086957
